;FW_ID;Hab;Trophic;d13C_observed;d15N_observed;d13C_predicted;d15N_predicted;Ecosystem_Type
654;FWB_255;Benthic;Primary_consumer;-16,15;3,32;-23,11689882;4,947741316;Lentic
655;FWB_255;Pelagic;Primary_resource;NA;NA;-27,77400038;3,7897841;Lentic
656;FWB_255;Benthic;Primary_resource;NA;NA;-20,67776419;2,93769371;Lentic
657;FWB_256;Pelagic;Primary_consumer;-27,49;2,87;-30,38503233;5,783054332;Lentic
658;FWB_256;Benthic;Primary_consumer;-14,63;1,62;-23,02340308;4,930963942;Lentic
659;FWB_256;Pelagic;Primary_resource;NA;NA;-27,9458977;3,773006727;Lentic
660;FWB_256;Benthic;Primary_resource;NA;NA;-20,58426846;2,920916337;Lentic
661;FWB_258;Pelagic;Primary_consumer;-33,5;6,5;-28,32067172;7,316745196;Lentic
662;FWB_258;Benthic;Primary_consumer;-29,4;4,3;-23,9608134;6,464654805;Lentic
663;FWB_258;Pelagic;Primary_resource;NA;NA;-25,88153709;5,30669759;Lentic
664;FWB_258;Benthic;Primary_resource;NA;NA;-21,52167878;4,4546072;Lentic
665;FWB_259;Benthic;Primary_consumer;-25,8;2,2;-23,9608134;6,464654805;Lentic
666;FWB_259;Pelagic;Primary_consumer;-32,4;4,9;-28,32067172;7,316745196;Lentic
667;FWB_259;Pelagic;Primary_resource;NA;NA;-25,88153709;5,30669759;Lentic
668;FWB_259;Benthic;Primary_resource;NA;NA;-21,52167878;4,4546072;Lentic
669;FWB_260;Pelagic;Primary_resource;NA;NA;-21,17532869;3,957043699;Lentic
670;FWB_260;Benthic;Primary_resource;NA;NA;-17,68506165;3,104953309;Lentic
671;FWB_260;Pelagic;Primary_consumer;NA;NA;-23,61446331;5,967091304;Lentic
672;FWB_260;Benthic;Primary_consumer;NA;NA;-20,12419628;5,115000914;Lentic
673;FWB_261;Pelagic;Primary_resource;NA;NA;-27,52793436;2,132517471;Lotic
674;FWB_261;Benthic;Primary_resource;NA;NA;-25,37651737;2,700988434;Lotic
675;FWB_261;Pelagic;Primary_consumer;NA;NA;-27,83909078;2,497247303;Lotic
676;FWB_261;Benthic;Primary_consumer;NA;NA;-25,6876738;3,065718266;Lotic
677;FWB_262;Pelagic;Primary_resource;NA;NA;-25,72278082;8,226667712;Lotic
678;FWB_262;Benthic;Primary_resource;NA;NA;-23,57136384;8,795138676;Lotic
679;FWB_262;Pelagic;Primary_consumer;NA;NA;-26,03393725;9,979483043;Lotic
680;FWB_262;Benthic;Primary_consumer;NA;NA;-23,88252026;10,54795401;Lotic
681;FWB_263;Benthic;Primary_resource;-26,425;0,86;-27,24442647;2,004163091;Lentic
682;FWB_263;Pelagic;Primary_resource;NA;NA;-30,46698714;2,856253482;Lentic
683;FWB_263;Pelagic;Primary_consumer;NA;NA;-32,90612176;4,866301087;Lentic
684;FWB_263;Benthic;Primary_consumer;NA;NA;-29,68356109;4,014210697;Lentic
685;FWB_264;Pelagic;Primary_resource;NA;NA;-24,65401762;4,996783174;Lotic
686;FWB_264;Benthic;Primary_resource;NA;NA;-22,50260063;5,565254137;Lotic
687;FWB_264;Pelagic;Primary_consumer;NA;NA;-24,96517405;6,037907185;Lotic
688;FWB_264;Benthic;Primary_consumer;NA;NA;-22,81375706;6,606378148;Lotic
689;FWB_265;Pelagic;Primary_resource;NA;NA;-27,45514742;3,937736597;Lentic
690;FWB_265;Benthic;Primary_resource;NA;NA;-23,01671854;3,085646207;Lentic
691;FWB_265;Pelagic;Primary_consumer;NA;NA;-29,89428204;5,947784203;Lentic
692;FWB_265;Benthic;Primary_consumer;NA;NA;-25,45585316;5,095693813;Lentic
693;FWB_266;Pelagic;Primary_resource;NA;NA;-22,44454401;7,602645363;Lotic
694;FWB_266;Benthic;Primary_resource;NA;NA;-20,29312702;8,171116326;Lotic
695;FWB_266;Pelagic;Primary_consumer;NA;NA;-22,75570043;9,257536578;Lotic
696;FWB_266;Benthic;Primary_consumer;NA;NA;-20,60428345;9,826007541;Lotic
697;FWB_267;Benthic;Primary_consumer;-17,83018868;4,205673759;-22,48316779;4,418952499;Lentic
698;FWB_267;Pelagic;Primary_consumer;-24,29245283;3,283687943;-26,21443605;5,271042889;Lentic
699;FWB_267;Pelagic;Primary_resource;NA;NA;-23,77530142;3,260995284;Lentic
700;FWB_267;Benthic;Primary_resource;NA;NA;-20,04403317;2,408904893;Lentic
701;FWB_268;Pelagic;Primary_resource;NA;NA;-28,60105301;10,3141529;Lentic
702;FWB_268;Benthic;Primary_resource;NA;NA;-23,32915471;9,462062512;Lentic
703;FWB_268;Pelagic;Primary_consumer;NA;NA;-31,04018763;12,32420051;Lentic
704;FWB_268;Benthic;Primary_consumer;NA;NA;-25,76828934;11,47211012;Lentic
705;FWB_269;Pelagic;Primary_resource;NA;NA;-29,11516162;6,927076079;Lentic
706;FWB_269;Benthic;Primary_resource;NA;NA;-24,46219342;6,074985689;Lentic
707;FWB_269;Pelagic;Primary_consumer;NA;NA;-31,55429625;8,937123684;Lentic
708;FWB_269;Benthic;Primary_consumer;NA;NA;-26,90132805;8,085033294;Lentic
709;FWB_270;Pelagic;Primary_resource;NA;NA;-27,67825606;8,634084943;Lentic
710;FWB_270;Benthic;Primary_resource;NA;NA;-24,19863771;7,781994553;Lentic
711;FWB_270;Pelagic;Primary_consumer;NA;NA;-30,11739068;10,64413255;Lentic
712;FWB_270;Benthic;Primary_consumer;NA;NA;-26,63777233;9,792042159;Lentic
713;FWB_271;Pelagic;Primary_resource;NA;NA;-29,23354943;6,131844911;Lentic
714;FWB_271;Benthic;Primary_resource;NA;NA;-23,36041546;5,279754521;Lentic
715;FWB_271;Pelagic;Primary_consumer;NA;NA;-31,67268406;8,141892516;Lentic
716;FWB_271;Benthic;Primary_consumer;NA;NA;-25,79955009;7,289802126;Lentic
717;FWB_272;Pelagic;Primary_resource;NA;NA;-29,34757399;6,542893502;Lentic
718;FWB_272;Benthic;Primary_resource;NA;NA;-23,96226386;5,690803112;Lentic
719;FWB_272;Pelagic;Primary_consumer;NA;NA;-31,78670862;8,552941107;Lentic
720;FWB_272;Benthic;Primary_consumer;NA;NA;-26,40139849;7,700850717;Lentic
721;FWB_273;Pelagic;Primary_resource;NA;NA;-28,44794329;8,534537272;Lentic
722;FWB_273;Benthic;Primary_resource;NA;NA;-23,61940066;7,682446882;Lentic
723;FWB_273;Pelagic;Primary_consumer;NA;NA;-30,88707792;10,54458488;Lentic
724;FWB_273;Benthic;Primary_consumer;NA;NA;-26,05853529;9,692494487;Lentic
725;FWB_274;Pelagic;Primary_resource;NA;NA;-29,60968589;7,120444162;Lentic
726;FWB_274;Benthic;Primary_resource;NA;NA;-24,1079996;6,268353772;Lentic
727;FWB_274;Pelagic;Primary_consumer;NA;NA;-32,04882052;9,130491768;Lentic
728;FWB_274;Benthic;Primary_consumer;NA;NA;-26,54713423;8,278401378;Lentic
729;FWB_275;Pelagic;Primary_resource;NA;NA;-29,04296278;6,604710331;Lentic
730;FWB_275;Benthic;Primary_resource;NA;NA;-23,44033125;5,75261994;Lentic
731;FWB_275;Pelagic;Primary_consumer;NA;NA;-31,48209741;8,614757936;Lentic
732;FWB_275;Benthic;Primary_consumer;NA;NA;-25,87946588;7,762667546;Lentic
733;FWB_276;Pelagic;Primary_resource;NA;NA;-28,29230149;10,77159481;Lentic
734;FWB_276;Benthic;Primary_resource;NA;NA;-23,45170623;9,919504416;Lentic
735;FWB_276;Pelagic;Primary_consumer;NA;NA;-30,73143611;12,78164241;Lentic
736;FWB_276;Benthic;Primary_consumer;NA;NA;-25,89084086;11,92955202;Lentic
737;FWB_277;Benthic;Primary_consumer;-25,1486097;12,48033225;-26,0682198;12,42997513;Lentic
738;FWB_277;Pelagic;Primary_consumer;-30,31167167;14,51985927;-30,54000104;13,28206552;Lentic
739;FWB_277;Pelagic;Primary_resource;NA;NA;-28,10086641;11,27201792;Lentic
740;FWB_277;Benthic;Primary_resource;NA;NA;-23,62908517;10,41992753;Lentic
741;FWB_278;Benthic;Primary_consumer;-30,0130096;13,97648562;-26,14655351;11,42465336;Lentic
742;FWB_278;Pelagic;Primary_consumer;-30,57825968;15,22294587;-30,66669949;12,27674375;Lentic
743;FWB_278;Pelagic;Primary_resource;NA;NA;-28,22756487;10,26669615;Lentic
744;FWB_278;Benthic;Primary_resource;NA;NA;-23,70741888;9,414605758;Lentic
745;FWB_279;Pelagic;Primary_resource;NA;NA;-28,01364238;11,94431184;Lentic
746;FWB_279;Benthic;Primary_resource;NA;NA;-23,47798486;11,09222145;Lentic
747;FWB_279;Pelagic;Primary_consumer;NA;NA;-30,45277701;13,95435944;Lentic
748;FWB_279;Benthic;Primary_consumer;NA;NA;-25,91711948;13,10226905;Lentic
749;FWB_280;Pelagic;Primary_resource;NA;NA;-27,94929866;10,5168273;Lentic
750;FWB_280;Benthic;Primary_resource;NA;NA;-24,59475841;9,664736914;Lentic
751;FWB_280;Pelagic;Primary_consumer;NA;NA;-30,38843328;12,52687491;Lentic
752;FWB_280;Benthic;Primary_consumer;NA;NA;-27,03389304;11,67478452;Lentic
753;FWB_281;Pelagic;Primary_resource;NA;NA;-29,51223967;10,16666249;Lentic
754;FWB_281;Benthic;Primary_resource;NA;NA;-23,36310017;9,314572096;Lentic
755;FWB_281;Pelagic;Primary_consumer;NA;NA;-31,95137429;12,17671009;Lentic
756;FWB_281;Benthic;Primary_consumer;NA;NA;-25,80223479;11,3246197;Lentic
757;FWB_282;Benthic;Primary_consumer;-25,5388765;5,992690282;-26,56581335;8,483100096;Lentic
758;FWB_282;Pelagic;Primary_consumer;-24,76320115;8,426202471;-30,40756783;9,335190487;Lentic
759;FWB_282;Pelagic;Primary_resource;NA;NA;-27,9684332;7,325142881;Lentic
760;FWB_282;Benthic;Primary_resource;NA;NA;-24,12667873;6,473052491;Lentic
761;FWB_283;Pelagic;Primary_resource;NA;NA;-29,51360152;9,611969975;Lentic
762;FWB_283;Benthic;Primary_resource;NA;NA;-24,87074347;8,759879585;Lentic
763;FWB_283;Pelagic;Primary_consumer;NA;NA;-31,95273614;11,62201758;Lentic
764;FWB_283;Benthic;Primary_consumer;NA;NA;-27,3098781;10,76992719;Lentic
765;FWB_284;Pelagic;Primary_consumer;-26,25;11,1;-29,6978273;6,696203646;Lentic
766;FWB_284;Pelagic;Primary_resource;NA;NA;-27,25869267;4,686156041;Lentic
767;FWB_284;Benthic;Primary_resource;NA;NA;-21,76161075;3,834065651;Lentic
768;FWB_284;Benthic;Primary_consumer;NA;NA;-24,20074538;5,844113256;Lentic
769;FWB_286;Pelagic;Primary_resource;NA;NA;-27,14374531;1,928792755;Lentic
770;FWB_286;Benthic;Primary_resource;NA;NA;-22,6614878;1,076702365;Lentic
771;FWB_286;Pelagic;Primary_consumer;NA;NA;-29,58287994;3,938840361;Lentic
772;FWB_286;Benthic;Primary_consumer;NA;NA;-25,10062243;3,086749971;Lentic
773;FWB_287;Pelagic;Primary_resource;NA;NA;-27,14374531;1,928792755;Lentic
774;FWB_287;Benthic;Primary_resource;NA;NA;-22,6614878;1,076702365;Lentic
775;FWB_287;Pelagic;Primary_consumer;NA;NA;-29,58287994;3,938840361;Lentic
776;FWB_287;Benthic;Primary_consumer;NA;NA;-25,10062243;3,086749971;Lentic
777;FWB_288;Benthic;Primary_consumer;-27,13910761;9,724310777;-25,64724941;7,642775793;Lotic
778;FWB_288;Pelagic;Primary_consumer;-29,63254593;6,315789474;-27,79866639;7,07430483;Lotic
779;FWB_288;Benthic;Primary_resource;-28,58267717;7,157894737;-25,33609298;6,478885902;Lotic
780;FWB_288;Pelagic;Primary_resource;NA;NA;-27,48750997;5,910414939;Lotic
781;FWB_289;Benthic;Primary_consumer;-26,48;8,517647059;-25,64724941;7,642775793;Lotic
782;FWB_289;Benthic;Primary_resource;-28,032;7,328627451;-25,33609298;6,478885902;Lotic
783;FWB_289;Pelagic;Primary_resource;NA;NA;-27,48750997;5,910414939;Lotic
784;FWB_289;Pelagic;Primary_consumer;NA;NA;-27,79866639;7,07430483;Lotic
785;FWB_290;Pelagic;Primary_consumer;-34,88051948;12,67615658;-29,51043743;10,23687773;Lentic
786;FWB_290;Pelagic;Primary_resource;-21,32467532;8,174377224;-27,0713028;8,226830121;Lentic
787;FWB_290;Benthic;Primary_resource;NA;NA;-21,1474178;7,374739731;Lentic
788;FWB_290;Benthic;Primary_consumer;NA;NA;-23,58655242;9,384787337;Lentic
789;FWB_291;Pelagic;Primary_resource;-30,56856187;3,337472851;-30,98145171;3,968038048;Lentic
790;FWB_291;Pelagic;Primary_consumer;-29,09698997;8,423829765;-33,42058634;5,978085654;Lentic
791;FWB_291;Benthic;Primary_consumer;-38,52842809;1,716611814;-28,50375058;5,125995264;Lentic
792;FWB_291;Benthic;Primary_resource;NA;NA;-26,06461595;3,115947658;Lentic
793;FWB_292;Benthic;Primary_consumer;-33,03149606;4,786516854;-27,65583802;4,174379744;Lotic
794;FWB_292;Pelagic;Primary_consumer;-32,08661417;6,224719101;-29,807255;3,605908781;Lotic
795;FWB_292;Benthic;Primary_resource;-26,59448819;3,235955056;-27,34468159;3,216213476;Lotic
796;FWB_292;Pelagic;Primary_resource;NA;NA;-29,49609858;2,647742513;Lotic
797;FWB_293;Benthic;Primary_resource;-25,97920277;2,378109453;-27,34468159;3,216213476;Lotic
798;FWB_293;Benthic;Primary_consumer;-28,27556326;3,731343284;-27,65583802;4,174379744;Lotic
799;FWB_293;Pelagic;Primary_resource;NA;NA;-29,49609858;2,647742513;Lotic
800;FWB_293;Pelagic;Primary_consumer;NA;NA;-29,807255;3,605908781;Lotic
801;FWB_294;Pelagic;Primary_consumer;-36,58837346;7,119592875;-30,37192109;6,13002845;Lotic
802;FWB_294;Benthic;Primary_consumer;-33,20993049;6,34605598;-28,22050411;6,698499413;Lotic
803;FWB_294;Benthic;Primary_resource;-25,32575892;4,880407125;-27,90934768;5,102625739;Lotic
804;FWB_294;Pelagic;Primary_resource;NA;NA;-30,06076467;4,534154776;Lotic
805;FWB_295;Benthic;Primary_consumer;-29,72722676;7,952755906;-28,39346157;6,911313943;Lotic
806;FWB_295;Benthic;Primary_resource;-22,97695586;2,031496063;-28,08230514;5,167806928;Lotic
807;FWB_295;Pelagic;Primary_consumer;-35,34421729;7,280839895;-30,54487855;6,34284298;Lotic
808;FWB_295;Pelagic;Primary_resource;NA;NA;-30,23372213;4,599335965;Lotic
809;FWB_296;Pelagic;Primary_consumer;-26,72566372;5,353535354;-30,54487855;6,34284298;Lotic
810;FWB_296;Benthic;Primary_consumer;-26,30088496;4,949494949;-28,39346157;6,911313943;Lotic
811;FWB_296;Benthic;Primary_resource;-18,78761062;3,636363636;-28,08230514;5,167806928;Lotic
812;FWB_296;Pelagic;Primary_resource;NA;NA;-30,23372213;4,599335965;Lotic
813;FWB_297;Benthic;Primary_consumer;-33,09090909;3,333333333;-30,86639324;4,436713357;Lotic
814;FWB_297;Pelagic;Primary_resource;NA;NA;-32,7066538;3,383109434;Lotic
815;FWB_297;Benthic;Primary_resource;NA;NA;-30,55523681;3,951580397;Lotic
816;FWB_297;Pelagic;Primary_consumer;NA;NA;-33,01781022;3,868242394;Lotic
817;FWB_298;Benthic;Primary_consumer;-29,29741863;3,765432099;-30,86639324;4,436713357;Lotic
818;FWB_298;Pelagic;Primary_resource;NA;NA;-32,7066538;3,383109434;Lotic
819;FWB_298;Benthic;Primary_resource;NA;NA;-30,55523681;3,951580397;Lotic
820;FWB_298;Pelagic;Primary_consumer;NA;NA;-33,01781022;3,868242394;Lotic
821;FWB_299;Pelagic;Primary_resource;NA;NA;-28,52329353;4,980649342;Lotic
822;FWB_299;Benthic;Primary_resource;NA;NA;-26,37187655;5,549120305;Lotic
823;FWB_299;Pelagic;Primary_consumer;NA;NA;-28,83444996;5,753421542;Lotic
824;FWB_299;Benthic;Primary_consumer;NA;NA;-26,68303297;6,321892505;Lotic
825;FWB_3;Benthic;Primary_consumer;-25,95;3,575;-23,72496217;4,685413186;Lentic
826;FWB_3;Pelagic;Primary_consumer;-31,7;7,58;-30,45317277;5,537503576;Lentic
827;FWB_3;Pelagic;Primary_resource;NA;NA;-28,01403815;3,52745597;Lentic
828;FWB_3;Benthic;Primary_resource;NA;NA;-21,28582754;2,67536558;Lentic
829;FWB_30;Pelagic;Primary_resource;NA;NA;-26,67810315;6,899834708;Lentic
830;FWB_30;Benthic;Primary_resource;NA;NA;-24,182943;6,047744317;Lentic
831;FWB_30;Pelagic;Primary_consumer;NA;NA;-29,11723778;8,909882313;Lentic
832;FWB_30;Benthic;Primary_consumer;NA;NA;-26,62207762;8,057791923;Lentic
833;FWB_300;Pelagic;Primary_resource;NA;NA;-28,27358157;3,268932919;Lotic
834;FWB_300;Benthic;Primary_resource;NA;NA;-26,12216459;3,837403882;Lotic
835;FWB_300;Pelagic;Primary_consumer;NA;NA;-28,584738;6,894490028;Lotic
836;FWB_300;Benthic;Primary_consumer;NA;NA;-26,43332101;7,462960991;Lotic
837;FWB_301;Pelagic;Primary_resource;NA;NA;-30,75594299;12,3459363;Lotic
838;FWB_301;Benthic;Primary_resource;NA;NA;-28,604526;12,91440727;Lotic
839;FWB_301;Pelagic;Primary_consumer;NA;NA;-31,06709941;13,89099279;Lotic
840;FWB_301;Benthic;Primary_consumer;NA;NA;-28,91568243;14,45946375;Lotic
841;FWB_302;Pelagic;Primary_resource;NA;NA;-29,84160191;1,694876743;Lotic
842;FWB_302;Benthic;Primary_resource;NA;NA;-27,69018492;2,263347706;Lotic
843;FWB_302;Pelagic;Primary_consumer;NA;NA;-30,15275834;2,504278423;Lotic
844;FWB_302;Benthic;Primary_consumer;NA;NA;-28,00134135;3,072749387;Lotic
845;FWB_303;Pelagic;Primary_resource;NA;NA;-25,28422453;7,335169156;Lotic
846;FWB_303;Benthic;Primary_resource;NA;NA;-23,13280755;7,903640119;Lotic
847;FWB_303;Pelagic;Primary_consumer;NA;NA;-25,59538096;9,088938983;Lotic
848;FWB_303;Benthic;Primary_consumer;NA;NA;-23,44396398;9,657409946;Lotic
849;FWB_304;Pelagic;Primary_resource;NA;NA;-25,39561258;7,601580341;Lotic
850;FWB_304;Benthic;Primary_resource;NA;NA;-23,2441956;8,170051304;Lotic
851;FWB_304;Pelagic;Primary_consumer;NA;NA;-25,70676901;9,35550286;Lotic
852;FWB_304;Benthic;Primary_consumer;NA;NA;-23,55535203;9,923973823;Lotic
853;FWB_305;Pelagic;Primary_resource;NA;NA;-27,86976134;1,962296412;Lotic
854;FWB_305;Benthic;Primary_resource;NA;NA;-25,71834436;2,530767375;Lotic
855;FWB_305;Pelagic;Primary_consumer;NA;NA;-28,18091777;3,845845201;Lotic
856;FWB_305;Benthic;Primary_consumer;NA;NA;-26,02950079;4,414316164;Lotic
857;FWB_306;Pelagic;Primary_resource;NA;NA;-27,82786901;2,055884202;Lotic
858;FWB_306;Benthic;Primary_resource;NA;NA;-25,67645203;2,624355165;Lotic
859;FWB_306;Pelagic;Primary_consumer;NA;NA;-28,13902544;3,964590917;Lotic
860;FWB_306;Benthic;Primary_consumer;NA;NA;-25,98760845;4,53306188;Lotic
861;FWB_307;Pelagic;Primary_resource;NA;NA;-26,9851592;2,124861304;Lotic
862;FWB_307;Benthic;Primary_resource;NA;NA;-24,83374222;2,693332267;Lotic
863;FWB_307;Pelagic;Primary_consumer;NA;NA;-27,29631563;2,387798369;Lotic
864;FWB_307;Benthic;Primary_consumer;NA;NA;-25,14489864;2,956269333;Lotic
865;FWB_308;Pelagic;Primary_resource;NA;NA;-24,36296006;6,756569549;Lotic
866;FWB_308;Benthic;Primary_resource;NA;NA;-22,21154308;7,325040512;Lotic
867;FWB_308;Pelagic;Primary_consumer;NA;NA;-24,67411649;8,467753573;Lotic
868;FWB_308;Benthic;Primary_consumer;NA;NA;-22,5226995;9,036224536;Lotic
869;FWB_309;Pelagic;Primary_resource;NA;NA;-27,08281805;4,849119448;Lotic
870;FWB_309;Benthic;Primary_resource;NA;NA;-24,93140107;5,417590411;Lotic
871;FWB_309;Pelagic;Primary_consumer;NA;NA;-27,39397448;5,974237112;Lotic
872;FWB_309;Benthic;Primary_consumer;NA;NA;-25,24255749;6,542708075;Lotic
873;FWB_31;Pelagic;Primary_resource;NA;NA;-27,33588509;6,584363786;Lentic
874;FWB_31;Benthic;Primary_resource;NA;NA;-24,17404774;5,732273396;Lentic
875;FWB_31;Pelagic;Primary_consumer;NA;NA;-29,77501971;8,594411391;Lentic
876;FWB_31;Benthic;Primary_consumer;NA;NA;-26,61318237;7,742321001;Lentic
877;FWB_316;Pelagic;Primary_consumer;-26,03030303;10,71666667;-28,65879417;6,930634871;Lentic
878;FWB_316;Benthic;Primary_consumer;-21,80681818;8,05;-24,85532887;6,078544481;Lentic
879;FWB_316;Pelagic;Primary_resource;-20,32954545;7,15;-26,21965955;4,920587266;Lentic
880;FWB_316;Benthic;Primary_resource;-19,61931818;6,4;-22,41619424;4,068496875;Lentic
881;FWB_317;Benthic;Primary_consumer;-24,05;8;-23,0935224;9,433739747;Lentic
882;FWB_317;Benthic;Primary_resource;-15,60298103;11,003861;-20,65438777;7,423692141;Lentic
883;FWB_317;Pelagic;Primary_consumer;-24,35;13,225;-27,34469326;10,28583014;Lentic
884;FWB_317;Pelagic;Primary_resource;NA;NA;-24,90555863;8,275782531;Lentic
885;FWB_318;Pelagic;Primary_resource;NA;NA;-26,3268325;2,065083944;Lentic
886;FWB_318;Benthic;Primary_resource;NA;NA;-23,67576581;1,212993554;Lentic
887;FWB_318;Pelagic;Primary_consumer;NA;NA;-28,76596713;4,07513155;Lentic
888;FWB_318;Benthic;Primary_consumer;NA;NA;-26,11490043;3,223041159;Lentic
889;FWB_319;Pelagic;Primary_resource;NA;NA;-26,3268325;2,065083944;Lentic
890;FWB_319;Benthic;Primary_resource;NA;NA;-23,67576581;1,212993554;Lentic
891;FWB_319;Pelagic;Primary_consumer;NA;NA;-28,76596713;4,07513155;Lentic
892;FWB_319;Benthic;Primary_consumer;NA;NA;-26,11490043;3,223041159;Lentic
893;FWB_32;Benthic;Primary_consumer;-25,38181818;7,940331147;-30,98841643;7,73789352;Lotic
894;FWB_32;Pelagic;Primary_resource;NA;NA;-32,82867699;3,409468365;Lotic
895;FWB_32;Benthic;Primary_resource;NA;NA;-30,67726;3,977939328;Lotic
896;FWB_32;Pelagic;Primary_consumer;NA;NA;-33,13983341;7,169422557;Lotic
897;FWB_320;Benthic;Primary_consumer;-28,92156863;6;-22,91148767;3,911136972;Lentic
898;FWB_320;Pelagic;Primary_consumer;-31,66666667;6,05511811;-29,30022898;4,763227362;Lentic
899;FWB_320;Benthic;Primary_resource;-25,58823529;-0,007874016;-20,47235305;1,901089367;Lentic
900;FWB_320;Pelagic;Primary_resource;NA;NA;-26,86109435;2,753179757;Lentic
901;FWB_321;Benthic;Primary_resource;-16,92166667;3,451666667;-24,13536761;7,118025419;Lotic
902;FWB_321;Benthic;Primary_consumer;-24,9;2,54;-24,44652403;8,513236619;Lotic
903;FWB_321;Pelagic;Primary_resource;-19,43;-0,34;-26,28678459;6,549554455;Lotic
904;FWB_321;Pelagic;Primary_consumer;NA;NA;-26,59794102;7,944765656;Lotic
905;FWB_322;Benthic;Primary_resource;-22,74333333;5,38;-24,13536761;7,118025419;Lotic
906;FWB_322;Benthic;Primary_consumer;-25,14;7,27;-24,44652403;8,513236619;Lotic
907;FWB_322;Pelagic;Primary_resource;NA;NA;-26,28678459;6,549554455;Lotic
908;FWB_322;Pelagic;Primary_consumer;NA;NA;-26,59794102;7,944765656;Lotic
909;FWB_323;Benthic;Primary_resource;-14,32;2,26;-24,13466997;7,066981732;Lotic
910;FWB_323;Pelagic;Primary_resource;NA;NA;-26,28608695;6,498510768;Lotic
911;FWB_323;Pelagic;Primary_consumer;NA;NA;-26,59724338;7,905801856;Lotic
912;FWB_323;Benthic;Primary_consumer;NA;NA;-24,44582639;8,474272819;Lotic
913;FWB_324;Benthic;Primary_resource;-20,30571429;8,56;-24,13466997;7,066981732;Lotic
914;FWB_324;Benthic;Primary_consumer;-24,336;7,18;-24,44582639;8,474272819;Lotic
915;FWB_324;Pelagic;Primary_resource;NA;NA;-26,28608695;6,498510768;Lotic
916;FWB_324;Pelagic;Primary_consumer;NA;NA;-26,59724338;7,905801856;Lotic
917;FWB_325;Benthic;Primary_resource;-26,93;9,84;-24,13466997;7,066981732;Lotic
918;FWB_325;Pelagic;Primary_resource;NA;NA;-26,28608695;6,498510768;Lotic
919;FWB_325;Pelagic;Primary_consumer;NA;NA;-26,59724338;7,905801856;Lotic
920;FWB_325;Benthic;Primary_consumer;NA;NA;-24,44582639;8,474272819;Lotic
921;FWB_326;Benthic;Primary_consumer;-23,4;9,215;-24,05395941;8,735660841;Lotic
922;FWB_326;Benthic;Primary_resource;-23,95;7,766666667;-23,74280298;7,283435398;Lotic
923;FWB_326;Pelagic;Primary_resource;NA;NA;-25,89421997;6,714964435;Lotic
924;FWB_326;Pelagic;Primary_consumer;NA;NA;-26,20537639;8,167189878;Lotic
925;FWB_327;Benthic;Primary_consumer;-17,4;5,2;-22,83054786;6,350149205;Lentic
926;FWB_327;Pelagic;Primary_consumer;-26;5;-27,25174885;7,202239595;Lentic
927;FWB_327;Pelagic;Primary_resource;NA;NA;-24,81261422;5,19219199;Lentic
928;FWB_327;Benthic;Primary_resource;NA;NA;-20,39141323;4,340101599;Lentic
929;FWB_328;Benthic;Primary_consumer;-18,4;2,1;-22,7050509;6,429984829;Lentic
930;FWB_328;Pelagic;Primary_consumer;-25,5;4,5;-27,03533475;7,282075219;Lentic
931;FWB_328;Pelagic;Primary_resource;NA;NA;-24,59620012;5,272027613;Lentic
932;FWB_328;Benthic;Primary_resource;NA;NA;-20,26591627;4,419937223;Lentic
933;FWB_329;Pelagic;Primary_resource;NA;NA;-26,99528754;2,23798591;Lentic
934;FWB_329;Benthic;Primary_resource;NA;NA;-24,3023427;1,38589552;Lentic
935;FWB_329;Pelagic;Primary_consumer;NA;NA;-29,43442217;4,248033515;Lentic
936;FWB_329;Benthic;Primary_consumer;NA;NA;-26,74147733;3,395943125;Lentic
937;FWB_33;Benthic;Primary_consumer;-24,8;22,54639175;-24,32391756;8,454978446;Lotic
938;FWB_33;Pelagic;Primary_resource;NA;NA;-26,16417812;6,472159123;Lotic
939;FWB_33;Benthic;Primary_resource;NA;NA;-24,01276114;7,040630086;Lotic
940;FWB_33;Pelagic;Primary_consumer;NA;NA;-26,47533455;7,886507483;Lotic
941;FWB_330;Benthic;Primary_consumer;-19,255;8,91;-24,04191979;9,896130328;Lentic
942;FWB_330;Benthic;Primary_resource;-25,72;6,59;-21,60278516;7,886082722;Lentic
943;FWB_330;Pelagic;Primary_resource;-25,62;3,71;-24,94473719;8,738173113;Lentic
944;FWB_330;Pelagic;Primary_consumer;NA;NA;-27,38387182;10,74822072;Lentic
945;FWB_332;Benthic;Primary_consumer;-23,235;8,22;-24,04191979;9,896130328;Lentic
946;FWB_332;Benthic;Primary_resource;-26,48;4,595;-21,60278516;7,886082722;Lentic
947;FWB_332;Pelagic;Primary_resource;NA;NA;-24,94473719;8,738173113;Lentic
948;FWB_332;Pelagic;Primary_consumer;NA;NA;-27,38387182;10,74822072;Lentic
949;FWB_333;Benthic;Primary_resource;-23,32166667;7,523333333;-21,60278516;7,886082722;Lentic
950;FWB_333;Benthic;Primary_consumer;-20,43666667;9,27;-24,04191979;9,896130328;Lentic
951;FWB_333;Pelagic;Primary_resource;NA;NA;-24,94473719;8,738173113;Lentic
952;FWB_333;Pelagic;Primary_consumer;NA;NA;-27,38387182;10,74822072;Lentic
953;FWB_334;Benthic;Primary_resource;-27,271;9,396666667;-21,60278516;7,886082722;Lentic
