;FW_ID;Hab;Trophic;d13C_observed;d15N_observed;d13C_predicted;d15N_predicted;Ecosystem_Type
2065;FWB_654;Pelagic;Primary_resource;NA;NA;-24,74621474;3,419752184;Lotic
2066;FWB_654;Benthic;Primary_resource;NA;NA;-22,59479775;3,988223147;Lotic
2067;FWB_654;Pelagic;Primary_consumer;NA;NA;-25,05737116;3,883812899;Lotic
2068;FWB_654;Benthic;Primary_consumer;NA;NA;-22,90595418;4,452283862;Lotic
2069;FWB_655;Benthic;Primary_resource;-16,9;4,5;-23,52242048;2,437144935;Lotic
2070;FWB_655;Pelagic;Primary_resource;NA;NA;-25,67383746;1,868673972;Lotic
2071;FWB_655;Pelagic;Primary_consumer;NA;NA;-25,98499389;2,622237891;Lotic
2072;FWB_655;Benthic;Primary_consumer;NA;NA;-23,8335769;3,190708854;Lotic
2073;FWB_656;Pelagic;Primary_resource;NA;NA;-25,63493835;1,996164905;Lotic
2074;FWB_656;Benthic;Primary_resource;NA;NA;-23,48352136;2,564635868;Lotic
2075;FWB_656;Pelagic;Primary_consumer;NA;NA;-25,94609478;2,522300776;Lotic
2076;FWB_656;Benthic;Primary_consumer;NA;NA;-23,79467779;3,090771739;Lotic
2077;FWB_657;Pelagic;Primary_resource;NA;NA;-25,34026383;1,661090227;Lotic
2078;FWB_657;Benthic;Primary_resource;NA;NA;-23,18884685;2,22956119;Lotic
2079;FWB_657;Pelagic;Primary_consumer;NA;NA;-25,65142026;3,650686687;Lotic
2080;FWB_657;Benthic;Primary_consumer;NA;NA;-23,50000327;4,21915765;Lotic
2081;FWB_658;Benthic;Primary_resource;-18;5,3;-24,23926936;6,187797826;Lotic
2082;FWB_658;Pelagic;Primary_resource;NA;NA;-26,39068635;5,619326862;Lotic
2083;FWB_658;Pelagic;Primary_consumer;NA;NA;-26,70184278;6,868654662;Lotic
2084;FWB_658;Benthic;Primary_consumer;NA;NA;-24,55042579;7,437125625;Lotic
2085;FWB_659;Pelagic;Primary_resource;NA;NA;-29,61390727;1,283769432;Lotic
2086;FWB_659;Benthic;Primary_resource;NA;NA;-27,46249028;1,852240395;Lotic
2087;FWB_659;Pelagic;Primary_consumer;NA;NA;-29,92506369;2,872566875;Lotic
2088;FWB_659;Benthic;Primary_consumer;NA;NA;-27,77364671;3,441037838;Lotic
2089;FWB_66;Benthic;Primary_consumer;-24,2954293;1,780350818;-23,13361717;5,417991609;Lotic
2090;FWB_66;Pelagic;Primary_resource;-21,76470588;-0,831550802;-24,97387773;3,652125638;Lotic
2091;FWB_66;Benthic;Primary_resource;-26,90980392;0,62745098;-22,82246075;4,220596601;Lotic
2092;FWB_66;Pelagic;Primary_consumer;NA;NA;-25,28503416;4,849520646;Lotic
2093;FWB_660;Benthic;Primary_resource;-20,4;3,8;-24,33431193;4,694700073;Lotic
2094;FWB_660;Pelagic;Primary_resource;NA;NA;-26,48572891;4,12622911;Lotic
2095;FWB_660;Pelagic;Primary_consumer;NA;NA;-26,79688534;5,286685437;Lotic
2096;FWB_660;Benthic;Primary_consumer;NA;NA;-24,64546835;5,8551564;Lotic
2097;FWB_661;Pelagic;Primary_resource;NA;NA;-26,87610334;3,275717975;Lotic
2098;FWB_661;Benthic;Primary_resource;NA;NA;-24,72468635;3,844188938;Lotic
2099;FWB_661;Pelagic;Primary_consumer;NA;NA;-27,18725976;4,078725298;Lotic
2100;FWB_661;Benthic;Primary_consumer;NA;NA;-25,03584278;4,647196262;Lotic
2101;FWB_662;Pelagic;Primary_resource;NA;NA;-27,07366926;5,224443623;Lotic
2102;FWB_662;Benthic;Primary_resource;NA;NA;-24,92225227;5,792914586;Lotic
2103;FWB_662;Pelagic;Primary_consumer;NA;NA;-27,38482568;5,661041958;Lotic
2104;FWB_662;Benthic;Primary_consumer;NA;NA;-25,2334087;6,229512921;Lotic
2105;FWB_663;Pelagic;Primary_consumer;-27,41304735;18,87430617;-30,97705125;4,84189289;Lentic
2106;FWB_663;Pelagic;Primary_resource;NA;NA;-28,53791662;2,831845285;Lentic
2107;FWB_663;Benthic;Primary_resource;NA;NA;-25,69162958;1,979754895;Lentic
2108;FWB_663;Benthic;Primary_consumer;NA;NA;-28,1307642;3,9898025;Lentic
2109;FWB_664;Pelagic;Primary_consumer;-30,22211306;8,893541905;-31,29362742;4,846101348;Lentic
2110;FWB_664;Pelagic;Primary_resource;NA;NA;-28,85449279;2,836053742;Lentic
2111;FWB_664;Benthic;Primary_resource;NA;NA;-25,63307609;1,983963352;Lentic
2112;FWB_664;Benthic;Primary_consumer;NA;NA;-28,07221072;3,994010958;Lentic
2113;FWB_665;Benthic;Primary_consumer;-20,1;3,8;-26,05725119;2,629845301;Lentic
2114;FWB_665;Pelagic;Primary_consumer;-28,7;3,6;-29,12764745;3,481935691;Lentic
2115;FWB_665;Pelagic;Primary_resource;NA;NA;-26,68851282;1,471888085;Lentic
2116;FWB_665;Benthic;Primary_resource;NA;NA;-23,61811656;0,619797695;Lentic
2117;FWB_666;Benthic;Primary_consumer;-19,81505131;0,971926531;-24,19491223;1,975140086;Lotic
2118;FWB_666;Benthic;Primary_resource;-26,37216741;1,864083864;-23,88375581;0,489998028;Lotic
2119;FWB_666;Pelagic;Primary_resource;NA;NA;-26,03517279;-0,078472935;Lotic
2120;FWB_666;Pelagic;Primary_consumer;NA;NA;-26,34632922;1,406669122;Lotic
2121;FWB_667;Benthic;Primary_consumer;-25,01113233;1,941231;-27,51848462;3,486671305;Lotic
2122;FWB_667;Benthic;Primary_resource;-27,04724777;2,794009176;-27,20732819;3,225502314;Lotic
2123;FWB_667;Pelagic;Primary_resource;NA;NA;-29,35874518;2,657031351;Lotic
2124;FWB_667;Pelagic;Primary_consumer;NA;NA;-29,6699016;2,918200342;Lotic
2125;FWB_668;Benthic;Primary_consumer;-25,15871663;1,628944;-27,29077747;4,21680025;Lotic
2126;FWB_668;Benthic;Primary_resource;-26,9676207;1,952700378;-26,97962105;3,620770327;Lotic
2127;FWB_668;Pelagic;Primary_resource;NA;NA;-29,13103803;3,052299364;Lotic
2128;FWB_668;Pelagic;Primary_consumer;NA;NA;-29,44219446;3,648329287;Lotic
2129;FWB_669;Benthic;Primary_consumer;-28,1372482;2,895832136;-27,20910546;4,560644254;Lotic
2130;FWB_669;Benthic;Primary_resource;-29,03201711;3,0254641;-26,89794904;3,799934134;Lotic
2131;FWB_669;Pelagic;Primary_resource;NA;NA;-29,04936602;3,231463171;Lotic
2132;FWB_669;Pelagic;Primary_consumer;NA;NA;-29,36052245;3,992173291;Lotic
2133;FWB_67;Benthic;Primary_consumer;-25,7;6,233333333;-21,72701955;0,787028528;Lotic
2134;FWB_67;Pelagic;Primary_resource;NA;NA;-23,56728011;-1,198908087;Lotic
2135;FWB_67;Benthic;Primary_resource;NA;NA;-21,41586313;-0,630437124;Lotic
2136;FWB_67;Pelagic;Primary_consumer;NA;NA;-23,87843654;0,218557565;Lotic
2137;FWB_670;Benthic;Primary_consumer;-25,01535269;1,184052456;-25,76342784;3,264270163;Lotic
2138;FWB_670;Benthic;Primary_resource;-27,2324427;1,575726043;-25,45227141;1,702804298;Lotic
2139;FWB_670;Pelagic;Primary_resource;NA;NA;-27,6036884;1,134333335;Lotic
2140;FWB_670;Pelagic;Primary_consumer;NA;NA;-27,91484482;2,6957992;Lotic
2141;FWB_671;Benthic;Primary_consumer;-27,53660481;3,423954928;-28,35898472;4,816441777;Lotic
2142;FWB_671;Benthic;Primary_resource;-29,73765435;3,043503213;-28,0478283;3,887684077;Lotic
2143;FWB_671;Pelagic;Primary_resource;NA;NA;-30,19924528;3,319213114;Lotic
2144;FWB_671;Pelagic;Primary_consumer;NA;NA;-30,51040171;4,247970814;Lotic
2145;FWB_672;Benthic;Primary_consumer;-30,03467703;4,657657982;-27,79666469;3,150247201;Lotic
2146;FWB_672;Benthic;Primary_resource;-30,02382837;5,015472667;-27,48550826;2,734385957;Lotic
2147;FWB_672;Pelagic;Primary_resource;NA;NA;-29,63692525;2,165914994;Lotic
2148;FWB_672;Pelagic;Primary_consumer;NA;NA;-29,94808168;2,581776238;Lotic
2149;FWB_673;Benthic;Primary_consumer;-29,63782845;5,583688976;-28,04662661;5,727259975;Lotic
2150;FWB_673;Benthic;Primary_resource;-29,81064666;3,199066175;-27,73547019;5,159608986;Lotic
2151;FWB_673;Pelagic;Primary_resource;NA;NA;-29,88688717;4,591138023;Lotic
2152;FWB_673;Pelagic;Primary_consumer;NA;NA;-30,1980436;5,158789012;Lotic
2153;FWB_674;Benthic;Primary_consumer;-23,04683895;1,256025233;-27,39139468;4,612214092;Lotic
2154;FWB_674;Benthic;Primary_resource;-29,41935898;2,03211538;-27,08023825;2,677481624;Lotic
2155;FWB_674;Pelagic;Primary_resource;NA;NA;-29,23165523;2,10901066;Lotic
2156;FWB_674;Pelagic;Primary_consumer;NA;NA;-29,54281166;4,043743128;Lotic
2157;FWB_675;Benthic;Primary_resource;-30,66473585;2,54305327;-28,94654203;3,318812691;Lotic
2158;FWB_675;Benthic;Primary_consumer;-27,61901951;3,036878903;-29,25769846;4,100339231;Lotic
2159;FWB_675;Pelagic;Primary_resource;NA;NA;-31,09795902;2,750341728;Lotic
2160;FWB_675;Pelagic;Primary_consumer;NA;NA;-31,40911544;3,531868268;Lotic
2161;FWB_676;Benthic;Primary_resource;-30,05173934;2,858355271;-28,77652979;2,269495426;Lotic
2162;FWB_676;Benthic;Primary_consumer;-30,03818669;4,597177635;-29,08768621;2,857930135;Lotic
2163;FWB_676;Pelagic;Primary_resource;NA;NA;-30,92794677;1,701024463;Lotic
2164;FWB_676;Pelagic;Primary_consumer;NA;NA;-31,2391032;2,289459172;Lotic
2165;FWB_677;Benthic;Primary_resource;-30,78433525;3,316669375;-28,0809543;2,556191795;Lotic
2166;FWB_677;Pelagic;Primary_consumer;-27,21666667;5,858333333;-30,54352771;2,320792849;Lotic
2167;FWB_677;Benthic;Primary_consumer;-29,26382271;4,289889858;-28,39211072;2,889263812;Lotic
2168;FWB_677;Pelagic;Primary_resource;NA;NA;-30,23237128;1,987720832;Lotic
2169;FWB_678;Benthic;Primary_consumer;-29,80548598;7,240800775;-27,97673864;7,315694016;Lotic
2170;FWB_678;Benthic;Primary_resource;-29,08440185;6,745239494;-27,66558222;7,064502232;Lotic
2171;FWB_678;Pelagic;Primary_consumer;-28,1;8,31;-30,12815563;6,747223052;Lotic
2172;FWB_678;Pelagic;Primary_resource;NA;NA;-29,8169992;6,496031269;Lotic
2173;FWB_679;Benthic;Primary_consumer;-28,75961573;6,816074732;-27,67528508;3,633920725;Lotic
2174;FWB_679;Benthic;Primary_resource;-28,37168667;5,473631296;-27,36412866;3,382510663;Lotic
2175;FWB_679;Pelagic;Primary_resource;NA;NA;-29,51554564;2,8140397;Lotic
2176;FWB_679;Pelagic;Primary_consumer;NA;NA;-29,82670207;3,065449762;Lotic
2177;FWB_68;Benthic;Primary_resource;-35,85;7,4;-25,9873227;5,544300344;Lotic
2178;FWB_68;Benthic;Primary_consumer;-26,12857143;5,128571429;-26,29847913;5,804336542;Lotic
2179;FWB_68;Pelagic;Primary_resource;NA;NA;-28,13873969;4,975829381;Lotic
2180;FWB_68;Pelagic;Primary_consumer;NA;NA;-28,44989611;5,235865579;Lotic
2181;FWB_680;Benthic;Primary_consumer;-28,05376992;5,0608134;-30,86428998;8,211697866;Lotic
2182;FWB_680;Benthic;Primary_resource;-27,85840689;4,773568996;-30,55313355;4,935388207;Lotic
2183;FWB_680;Pelagic;Primary_resource;NA;NA;-32,70455053;4,366917244;Lotic
2184;FWB_680;Pelagic;Primary_consumer;NA;NA;-33,01570696;7,643226903;Lotic
2185;FWB_681;Benthic;Primary_resource;-28,52292276;4,712609321;-26,77698006;1,265749985;Lotic
2186;FWB_681;Benthic;Primary_consumer;-29,48080932;9,066435205;-27,08813648;1,531508413;Lotic
2187;FWB_681;Pelagic;Primary_resource;NA;NA;-28,92839704;0,697279022;Lotic
2188;FWB_681;Pelagic;Primary_consumer;NA;NA;-29,23955347;0,96303745;Lotic
2189;FWB_682;Benthic;Primary_consumer;-24,9;9;-24,47683455;8,393349654;Lotic
2190;FWB_682;Pelagic;Primary_resource;NA;NA;-26,31709511;6,43417343;Lotic
2191;FWB_682;Benthic;Primary_resource;NA;NA;-24,16567812;7,002644393;Lotic
2192;FWB_682;Pelagic;Primary_consumer;NA;NA;-26,62825154;7,824878691;Lotic
2193;FWB_683;Pelagic;Primary_resource;NA;NA;-25,91023604;3,222241865;Lotic
2194;FWB_683;Benthic;Primary_resource;NA;NA;-23,75881906;3,790712828;Lotic
2195;FWB_683;Pelagic;Primary_consumer;NA;NA;-26,22139247;4,560383621;Lotic
2196;FWB_683;Benthic;Primary_consumer;NA;NA;-24,06997548;5,128854584;Lotic
2197;FWB_684;Pelagic;Primary_resource;NA;NA;-25,20725985;6,739735072;Lentic
2198;FWB_684;Benthic;Primary_resource;NA;NA;-18,42921989;5,887644681;Lentic
2199;FWB_684;Pelagic;Primary_consumer;NA;NA;-27,64639448;8,749782677;Lentic
2200;FWB_684;Benthic;Primary_consumer;NA;NA;-20,86835451;7,897692287;Lentic
2201;FWB_685;Pelagic;Primary_resource;NA;NA;-26,35586392;2,203868237;Lentic
2202;FWB_685;Benthic;Primary_resource;NA;NA;-23,67547115;1,351777846;Lentic
2203;FWB_685;Pelagic;Primary_consumer;NA;NA;-28,79499855;4,213915842;Lentic
2204;FWB_685;Benthic;Primary_consumer;NA;NA;-26,11460577;3,361825452;Lentic
2205;FWB_686;Benthic;Primary_consumer;NA;12,6;-22,01652154;9,345059073;Lentic
2206;FWB_686;Pelagic;Primary_consumer;NA;10,92;-25,35362481;10,19714946;Lentic
2207;FWB_686;Pelagic;Primary_resource;NA;NA;-22,91449019;8,187101858;Lentic
2208;FWB_686;Benthic;Primary_resource;NA;NA;-19,57738691;7,335011468;Lentic
2209;FWB_687;Pelagic;Primary_consumer;-26,63;5,15;-29,21944701;7,984323077;Lentic
2210;FWB_687;Benthic;Primary_consumer;-22,325;4,60125;-23,63417124;7,132232687;Lentic
2211;FWB_687;Pelagic;Primary_resource;NA;NA;-26,78031238;5,974275471;Lentic
2212;FWB_687;Benthic;Primary_resource;NA;NA;-21,19503662;5,122185081;Lentic
2213;FWB_688;Benthic;Primary_resource;-10,05;7,05;-19,62591886;11,21251282;Lotic
2214;FWB_688;Pelagic;Primary_consumer;-22;8,9;-22,08849227;12,33299955;Lotic
2215;FWB_688;Pelagic;Primary_resource;NA;NA;-21,77733584;10,64404186;Lotic
2216;FWB_688;Benthic;Primary_consumer;NA;NA;-19,93707528;12,90147051;Lotic
2217;FWB_689;Pelagic;Primary_resource;NA;NA;-27,16725247;4,801545127;Lotic
2218;FWB_689;Benthic;Primary_resource;NA;NA;-25,01583549;5,37001609;Lotic
2219;FWB_689;Pelagic;Primary_consumer;NA;NA;-27,4784089;5,719030078;Lotic
2220;FWB_689;Benthic;Primary_consumer;NA;NA;-25,32699191;6,287501041;Lotic
2221;FWB_69;Benthic;Primary_resource;-26,05;4,75;-25,9873227;5,544300344;Lotic
2222;FWB_69;Benthic;Primary_consumer;-25,8375;4,785714286;-26,29847913;5,804336542;Lotic
2223;FWB_69;Pelagic;Primary_resource;NA;NA;-28,13873969;4,975829381;Lotic
2224;FWB_69;Pelagic;Primary_consumer;NA;NA;-28,44989611;5,235865579;Lotic
2225;FWB_690;Pelagic;Primary_resource;NA;NA;-27,16501136;4,756113586;Lotic
2226;FWB_690;Benthic;Primary_resource;NA;NA;-25,01359438;5,324584549;Lotic
2227;FWB_690;Pelagic;Primary_consumer;NA;NA;-27,47616779;5,67248711;Lotic
2228;FWB_690;Benthic;Primary_consumer;NA;NA;-25,3247508;6,240958073;Lotic
2229;FWB_691;Pelagic;Primary_resource;NA;NA;-27,16511682;3,802690426;Lotic
2230;FWB_691;Benthic;Primary_resource;NA;NA;-25,01369984;4,371161389;Lotic
2231;FWB_691;Pelagic;Primary_consumer;NA;NA;-27,47627325;5,792286886;Lotic
2232;FWB_691;Benthic;Primary_consumer;NA;NA;-25,32485627;6,360757849;Lotic
2233;FWB_692;Pelagic;Primary_resource;NA;NA;-26,019635;3,425907927;Lotic
2234;FWB_692;Benthic;Primary_resource;NA;NA;-23,86821802;3,99437889;Lotic
2235;FWB_692;Pelagic;Primary_consumer;NA;NA;-26,33079143;3,690964285;Lotic
2236;FWB_692;Benthic;Primary_consumer;NA;NA;-24,17937445;4,259435248;Lotic
2237;FWB_693;Pelagic;Primary_resource;NA;NA;-26,11810368;4,493698274;Lotic
2238;FWB_693;Benthic;Primary_resource;NA;NA;-23,96668669;5,062169237;Lotic
2239;FWB_693;Pelagic;Primary_consumer;NA;NA;-26,4292601;5,123559402;Lotic
2240;FWB_693;Benthic;Primary_consumer;NA;NA;-24,27784312;5,692030365;Lotic
2241;FWB_694;Pelagic;Primary_resource;NA;NA;-26,61302268;3,722952073;Lotic
2242;FWB_694;Benthic;Primary_resource;NA;NA;-24,46160569;4,291423036;Lotic
2243;FWB_694;Pelagic;Primary_consumer;NA;NA;-26,9241791;4,177744878;Lotic
2244;FWB_694;Benthic;Primary_consumer;NA;NA;-24,77276212;4,746215841;Lotic
2245;FWB_695;Pelagic;Primary_resource;NA;NA;-25,0962968;4,071494379;Lotic
2246;FWB_695;Benthic;Primary_resource;NA;NA;-22,94487982;4,639965342;Lotic
2247;FWB_695;Pelagic;Primary_consumer;NA;NA;-25,40745323;4,645063752;Lotic
2248;FWB_695;Benthic;Primary_consumer;NA;NA;-23,25603624;5,213534715;Lotic
2249;FWB_696;Benthic;Primary_consumer;-22,65;5,05;-23,64175728;6,136326137;Lotic
2250;FWB_696;Pelagic;Primary_resource;NA;NA;-25,48201784;5,272005118;Lotic
2251;FWB_696;Benthic;Primary_resource;NA;NA;-23,33060086;5,840476081;Lotic
2252;FWB_696;Pelagic;Primary_consumer;NA;NA;-25,79317427;5,567855174;Lotic
2253;FWB_697;Benthic;Primary_consumer;-18,18950064;6,459398834;-23,6313881;7,441537504;Lentic
2254;FWB_697;Pelagic;Primary_consumer;-22,96798976;6,585015702;-29,20648046;8,293627894;Lentic
2255;FWB_697;Pelagic;Primary_resource;NA;NA;-26,76734583;6,283580288;Lentic
2256;FWB_697;Benthic;Primary_resource;NA;NA;-21,19225348;5,431489898;Lentic
2257;FWB_698;Pelagic;Primary_consumer;-30,6358044;10,2325;-31,42512339;10,31744859;Lentic
2258;FWB_698;Pelagic;Primary_resource;-24,29;9,42;-28,98598877;8,307400982;Lentic
2259;FWB_698;Benthic;Primary_resource;-23,75;9,23;-24,05178373;7,455310591;Lentic
2260;FWB_698;Benthic;Primary_consumer;-24,78127704;9,998333333;-26,49091836;9,465358197;Lentic
2261;FWB_699;Benthic;Primary_consumer;-24,78761905;12,28142857;-25,03533558;7,03734713;Lotic
2262;FWB_699;Pelagic;Primary_resource;NA;NA;-26,87559614;4,47214061;Lotic
2263;FWB_699;Benthic;Primary_resource;NA;NA;-24,72417916;5,040611574;Lotic
2264;FWB_699;Pelagic;Primary_consumer;NA;NA;-27,18675257;6,468876167;Lotic
2265;FWB_7;Benthic;Primary_consumer;-23,35;6,95;-19,29580627;4,942461703;Lentic
2266;FWB_7;Pelagic;Primary_consumer;-23,725;7,45;-22,83935161;5,794552093;Lentic
2267;FWB_7;Pelagic;Primary_resource;NA;NA;-20,40021698;3,784504487;Lentic
2268;FWB_7;Benthic;Primary_resource;NA;NA;-16,85667165;2,932414097;Lentic
2269;FWB_70;Pelagic;Primary_consumer;-33,45070423;3,414634146;-33,91185271;4,71810369;Lotic
2270;FWB_70;Benthic;Primary_resource;-31,76056338;4,227642276;-31,4492793;5,023614323;Lotic
2271;FWB_70;Benthic;Primary_consumer;-30,77464789;4,715447154;-31,76043573;5,286574654;Lotic
2272;FWB_70;Pelagic;Primary_resource;NA;NA;-33,60069629;4,45514336;Lotic
2273;FWB_700;Benthic;Primary_consumer;-24,32361111;5,693611111;-25,07251184;10,15647071;Lotic
2274;FWB_700;Pelagic;Primary_resource;NA;NA;-26,9127724;5,96244264;Lotic
2275;FWB_700;Benthic;Primary_resource;NA;NA;-24,76135541;6,530913603;Lotic
2276;FWB_700;Pelagic;Primary_consumer;NA;NA;-27,22392882;9,587999749;Lotic
2277;FWB_701;Benthic;Primary_consumer;-18,64066667;8,372666667;-25,22435249;9,623413016;Lotic
2278;FWB_701;Pelagic;Primary_resource;NA;NA;-27,06461305;7,652486714;Lotic
2279;FWB_701;Benthic;Primary_resource;NA;NA;-24,91319606;8,220957677;Lotic
2280;FWB_701;Pelagic;Primary_consumer;NA;NA;-27,37576948;9,054942053;Lotic
2281;FWB_702;Benthic;Primary_consumer;-26,30166667;4,206666667;-24,70925339;6,941999545;Lotic
2282;FWB_702;Pelagic;Primary_resource;NA;NA;-26,54951395;4,332542274;Lotic
2283;FWB_702;Benthic;Primary_resource;NA;NA;-24,39809696;4,901013237;Lotic
2284;FWB_702;Pelagic;Primary_consumer;NA;NA;-26,86067037;6,373528582;Lotic
2285;FWB_703;Benthic;Primary_consumer;-20,86761905;10,06880952;-25,79323483;10,68775324;Lotic
2286;FWB_703;Pelagic;Primary_resource;NA;NA;-27,63349539;6,927574855;Lotic
2287;FWB_703;Benthic;Primary_resource;NA;NA;-25,4820784;7,496045818;Lotic
2288;FWB_703;Pelagic;Primary_consumer;NA;NA;-27,94465182;10,11928227;Lotic
2289;FWB_704;Benthic;Primary_consumer;-24,72133333;5,616666667;-26,67482199;5,193016283;Lotic
2290;FWB_704;Pelagic;Primary_resource;NA;NA;-28,51508255;3,230909477;Lotic
2291;FWB_704;Benthic;Primary_resource;NA;NA;-26,36366556;3,79938044;Lotic
2292;FWB_704;Pelagic;Primary_consumer;NA;NA;-28,82623897;4,62454532;Lotic
2293;FWB_705;Benthic;Primary_consumer;-22,033;5,306666667;-25,1599156;4,397714499;Lotic
2294;FWB_705;Pelagic;Primary_resource;NA;NA;-27,00017616;2,411777884;Lotic
2295;FWB_705;Benthic;Primary_resource;NA;NA;-24,84875917;2,980248847;Lotic
2296;FWB_705;Pelagic;Primary_consumer;NA;NA;-27,31133258;3,829243536;Lotic
2297;FWB_706;Benthic;Primary_resource;-29,97256524;16,78751902;-31,40091257;10,85952518;Lotic
2298;FWB_706;Pelagic;Primary_consumer;-36,75198998;14,0106397;-33,86348598;12,50933929;Lotic
2299;FWB_706;Benthic;Primary_consumer;-31,96254239;15,33037949;-31,712069;13,07781025;Lotic
2300;FWB_706;Pelagic;Primary_resource;NA;NA;-33,55232956;10,29105421;Lotic
2301;FWB_707;Benthic;Primary_resource;-26,40241795;2,487273722;-24,9818487;1,70452764;Lotic
2302;FWB_707;Benthic;Primary_consumer;-25,2844098;3,270511944;-25,29300513;3,285096343;Lotic
2303;FWB_707;Pelagic;Primary_resource;NA;NA;-27,13326568;1,136056677;Lotic
2304;FWB_707;Pelagic;Primary_consumer;NA;NA;-27,44442211;2,71662538;Lotic
2305;FWB_708;Benthic;Primary_resource;-26,06539731;2,2149785;-24,9818487;1,70452764;Lotic
2306;FWB_708;Benthic;Primary_consumer;-26,74858178;3,079616985;-25,29300513;3,285096343;Lotic
2307;FWB_708;Pelagic;Primary_resource;NA;NA;-27,13326568;1,136056677;Lotic
2308;FWB_708;Pelagic;Primary_consumer;NA;NA;-27,44442211;2,71662538;Lotic
2309;FWB_709;Pelagic;Primary_consumer;-31,7932075;10,6644425;-31,1711432;7,523631019;Lentic
2310;FWB_709;Benthic;Primary_consumer;-28,47007;9,664194;-25,0352004;6,671540629;Lentic
2311;FWB_709;Benthic;Primary_resource;-17,32588667;4,634876667;-22,59606578;4,661493023;Lentic
2312;FWB_709;Pelagic;Primary_resource;NA;NA;-28,73200858;5,513583413;Lentic
2313;FWB_71;Benthic;Primary_resource;-30,8988764;10,56910569;-25,58390438;8,874379664;Lotic
2314;FWB_71;Benthic;Primary_consumer;-28,23033708;12,60162602;-25,89506081;9,561926371;Lotic
2315;FWB_71;Pelagic;Primary_consumer;-30,05617978;12,19512195;-28,04647779;8,993455408;Lotic
2316;FWB_71;Pelagic;Primary_resource;NA;NA;-27,73532137;8,305908701;Lotic
2317;FWB_710;Benthic;Primary_resource;-17,62337333;3,758863333;-22,59606578;4,661493023;Lentic
2318;FWB_710;Benthic;Primary_consumer;-28,795782;7,077744;-25,0352004;6,671540629;Lentic
2319;FWB_710;Pelagic;Primary_resource;NA;NA;-28,73200858;5,513583413;Lentic
2320;FWB_710;Pelagic;Primary_consumer;NA;NA;-31,1711432;7,523631019;Lentic
2321;FWB_711;Benthic;Primary_resource;-16,752887;2,930246;-23,01189037;3,792558943;Lentic
2322;FWB_711;Benthic;Primary_consumer;-25,94552083;6,185097083;-25,451025;5,802606549;Lentic
2323;FWB_711;Pelagic;Primary_consumer;-32,78806;7,76904;-30,14834013;6,654696939;Lentic
2324;FWB_711;Pelagic;Primary_resource;NA;NA;-27,70920551;4,644649334;Lentic
2325;FWB_712;Benthic;Primary_consumer;-28,9591;4,386164;-25,451025;5,802606549;Lentic
2326;FWB_712;Benthic;Primary_resource;-23,04821;2,703993333;-23,01189037;3,792558943;Lentic
2327;FWB_712;Pelagic;Primary_consumer;-27,87425;7,08064;-30,14834013;6,654696939;Lentic
2328;FWB_712;Pelagic;Primary_resource;NA;NA;-27,70920551;4,644649334;Lentic
2329;FWB_713;Pelagic;Primary_consumer;-31,856525;8,349;-29,53797149;7,177730349;Lentic
2330;FWB_713;Benthic;Primary_consumer;-27,39997;7,201476667;-25,21869342;6,325639959;Lentic
2331;FWB_713;Pelagic;Primary_resource;NA;NA;-27,09883686;5,167682744;Lentic
2332;FWB_713;Benthic;Primary_resource;NA;NA;-22,77955879;4,315592353;Lentic
2333;FWB_714;Benthic;Primary_resource;-16,30372333;4,073273333;-22,77955879;4,315592353;Lentic
2334;FWB_714;Benthic;Primary_consumer;-27,9877425;6,08487;-25,21869342;6,325639959;Lentic
2335;FWB_714;Pelagic;Primary_consumer;-29,81553;8,42269;-29,53797149;7,177730349;Lentic
2336;FWB_714;Pelagic;Primary_resource;NA;NA;-27,09883686;5,167682744;Lentic
2337;FWB_715;Benthic;Primary_consumer;-26,390335;7,5590425;-25,2222254;6,316795862;Lentic
2338;FWB_715;Pelagic;Primary_consumer;-30,4069925;7,83513;-29,53902607;7,168886252;Lentic
2339;FWB_715;Pelagic;Primary_resource;NA;NA;-27,09989144;5,158838646;Lentic
2340;FWB_715;Benthic;Primary_resource;NA;NA;-22,78309078;4,306748256;Lentic
2341;FWB_716;Pelagic;Primary_consumer;-26,15161667;5,990855556;-29,53902607;7,168886252;Lentic
2342;FWB_716;Benthic;Primary_consumer;-22,734405;5,318456667;-25,2222254;6,316795862;Lentic
2343;FWB_716;Benthic;Primary_resource;-24,18394;3,814983333;-22,78309078;4,306748256;Lentic
2344;FWB_716;Pelagic;Primary_resource;NA;NA;-27,09989144;5,158838646;Lentic
2345;FWB_717;Benthic;Primary_consumer;-28,652602;4,914718;-24,95651779;6,167832082;Lentic
2346;FWB_717;Benthic;Primary_resource;-12,36566667;2,876086667;-22,51738316;4,157784477;Lentic
2347;FWB_717;Pelagic;Primary_resource;NA;NA;-28,04727478;5,009874867;Lentic
2348;FWB_717;Pelagic;Primary_consumer;NA;NA;-30,48640941;7,019922472;Lentic
2349;FWB_718;Pelagic;Primary_consumer;-28,35526333;7,112396667;-30,48640941;7,019922472;Lentic
2350;FWB_718;Benthic;Primary_resource;-17,239035;6,25121625;-22,51738316;4,157784477;Lentic
2351;FWB_718;Benthic;Primary_consumer;-28,3912575;2,90682;-24,95651779;6,167832082;Lentic
2352;FWB_718;Pelagic;Primary_resource;NA;NA;-28,04727478;5,009874867;Lentic
