"";"FW_ID";"Resource_habitat";"Resource_trophic_group";"d13C_baseline";"d15N_baseline";"Ecosystem_Type";"Latitude";"Longitude";"Elevation";"Lake_area_km2";"dis_m3_pyr";"tmp_dc_lyr";"pre_mm_lyr";"pop_ct_vsu";"soc_th_uav";"Res_time";"hft_ix_v09"
"166";"FWB_320";"Benthic";"Primary_consumer";-28,9215686274509;6;"Lentic";69,986699;27,995254;8;11,96;8,379;7;426;0,03;113;448,9;6
"167";"FWB_320";"Pelagic";"Primary_consumer";-31,6666666666666;6,05511811023622;"Lentic";69,986699;27,995254;8;11,96;8,379;7;426;0,03;113;448,9;6
"168";"FWB_320";"Benthic";"Primary_resource";-25,5882352941176;-0,00787401574803148;"Lentic";69,986699;27,995254;8;11,96;8,379;7;426;0,03;113;448,9;6
"169";"FWB_327";"Benthic";"Primary_consumer";-17,4;5,2;"Lentic";-41,099017;-71,312485;769;528,44;159,832;86;1252;7,585;101;5975,1;76
"170";"FWB_327";"Pelagic";"Primary_consumer";-26;5;"Lentic";-41,099017;-71,312485;769;528,44;159,832;86;1252;7,585;101;5975,1;76
"171";"FWB_328";"Benthic";"Primary_consumer";-18,4;2,1;"Lentic";-40,848099;-71,588516;769;528,44;159,832;86;1252;7,585;101;5975,1;76
"172";"FWB_328";"Pelagic";"Primary_consumer";-25,5;4,5;"Lentic";-40,848099;-71,588516;769;528,44;159,832;86;1252;7,585;101;5975,1;76
"173";"FWB_330";"Benthic";"Primary_consumer";-19,255;8,91;"Lentic";31,073116;108,678896;62;852,97;13725,4;183;1098;2016,7;46;33,1;167
"174";"FWB_330";"Benthic";"Primary_resource";-25,72;6,59;"Lentic";31,073116;108,678896;62;852,97;13725,4;183;1098;2016,7;46;33,1;167
"175";"FWB_330";"Pelagic";"Primary_resource";-25,62;3,71;"Lentic";31,073116;108,678896;62;852,97;13725,4;183;1098;2016,7;46;33,1;167
"176";"FWB_332";"Benthic";"Primary_consumer";-23,235;8,22;"Lentic";31,073116;108,678896;62;852,97;13725,4;183;1098;2016,7;46;33,1;167
"177";"FWB_332";"Benthic";"Primary_resource";-26,48;4,595;"Lentic";31,073116;108,678896;62;852,97;13725,4;183;1098;2016,7;46;33,1;167
"178";"FWB_333";"Benthic";"Primary_resource";-23,3216666666667;7,52333333333333;"Lentic";31,073116;108,678896;62;852,97;13725,4;183;1098;2016,7;46;33,1;167
"179";"FWB_333";"Benthic";"Primary_consumer";-20,4366666666667;9,27;"Lentic";31,073116;108,678896;62;852,97;13725,4;183;1098;2016,7;46;33,1;167
"180";"FWB_334";"Benthic";"Primary_resource";-27,271;9,39666666666667;"Lentic";31,073116;108,678896;62;852,97;13725,4;183;1098;2016,7;46;33,1;167
"181";"FWB_334";"Benthic";"Primary_consumer";-24,05;8,845;"Lentic";31,073116;108,678896;62;852,97;13725,4;183;1098;2016,7;46;33,1;167
"182";"FWB_337";"Benthic";"Primary_consumer";-18,91;3,4;"Lentic";-14,291167;35,160685;476;29544;1119,68;245;1286;764,911;25;79801,5;99
"183";"FWB_337";"Pelagic";"Primary_consumer";-21,82;3,42;"Lentic";-14,291167;35,160685;476;29544;1119,68;245;1286;764,911;25;79801,5;99
"184";"FWB_339";"Benthic";"Primary_consumer";-18,6;3,3;"Lentic";53,529722;-114,587222;721;79,37;1,422;22;504;1,635;38;8190,9;139
"185";"FWB_340";"Benthic";"Primary_consumer";-17,8;7,7;"Lentic";0,0875;32,09416667;1134;67166,2;1735,52;222;1454;3946,9;25;18406,3;70
"186";"FWB_340";"Pelagic";"Primary_consumer";-15,3;7,6;"Lentic";0,0875;32,09416667;1134;67166,2;1735,52;222;1454;3946,9;25;18406,3;70
"187";"FWB_352";"Pelagic";"Primary_consumer";-29,8;9;"Lentic";31,538749;117,538376;5;786,91;140,002;162;1042;264,47;18;171,1;189
"188";"FWB_352";"Benthic";"Primary_consumer";-22,4;10,5;"Lentic";31,538749;117,538376;5;786,91;140,002;162;1042;264,47;18;171,1;189
"189";"FWB_353";"Benthic";"Primary_consumer";-22,4;10,9;"Lentic";31,538749;117,538376;5;786,91;140,002;162;1042;264,47;18;171,1;189
"190";"FWB_353";"Pelagic";"Primary_consumer";-28,2;10,9;"Lentic";31,538749;117,538376;5;786,91;140,002;162;1042;264,47;18;171,1;189
"191";"FWB_361";"Pelagic";"Primary_consumer";-26,4;6,7;"Lentic";28,832644;112,608261;25;59,23;3456,6;174;1332;31,452;22;0,3;128
"192";"FWB_361";"Benthic";"Primary_consumer";-24,5;5;"Lentic";28,832644;112,608261;25;59,23;3456,6;174;1332;31,452;22;0,3;128
"193";"FWB_374";"Pelagic";"Primary_consumer";-31,1;2,04999999999999;"Lentic";68,991894;19,621124;90;13,18;7,798;10;581;0,166;104;527,2;64
"194";"FWB_374";"Benthic";"Primary_consumer";-22,4;2,1;"Lentic";68,991894;19,621124;90;13,18;7,798;10;581;0,166;104;527,2;64
"195";"FWB_377";"Pelagic";"Primary_consumer";-30,2;1,9;"Lentic";48,71679;-91,170158;430;17,38;0,661;18;695;0,023;99;2877,9;31
"196";"FWB_377";"Benthic";"Primary_consumer";-23,2;1,1;"Lentic";48,71679;-91,170158;430;17,38;0,661;18;695;0,023;99;2877,9;31
"197";"FWB_396";"Pelagic";"Primary_consumer";-30,668551650173;4,35509189294593;"Lentic";45,402789;-66,558666;162;0,42;0,17;52;1231;0,001;111;134,2;3
"198";"FWB_396";"Benthic";"Primary_consumer";-27,7315848486325;2,88441476137084;"Lentic";45,402789;-66,558666;162;0,42;0,17;52;1231;0,001;111;134,2;3
"199";"FWB_397";"Benthic";"Primary_consumer";-24,5124072762038;3,30177807749105;"Lentic";45,227513;-66,697855;90;0,87;0,851;56;1204;0,002;88;57;23
"200";"FWB_397";"Pelagic";"Primary_consumer";-29,1183876943037;3,17052642361437;"Lentic";45,227513;-66,697855;90;0,87;0,851;56;1204;0,002;88;57;23
"201";"FWB_398";"Benthic";"Primary_consumer";-32,157894736842;2,58794587945879;"Lentic";45,35905;-66,762571;68;4,24;2,455;57;1173;0,002;114;76,3;51
"202";"FWB_398";"Pelagic";"Primary_consumer";-36,255980861244;4,39852398523985;"Lentic";45,35905;-66,762571;68;4,24;2,455;57;1173;0,002;114;76,3;51
"203";"FWB_399";"Pelagic";"Primary_consumer";-29,7638928906693;4,31954345623704;"Lentic";45,365006;-66,718022;180;0,33;0,021;52;1214;0,001;121;572,5;29
"204";"FWB_399";"Benthic";"Primary_consumer";-31,3232984171538;4,21408234269904;"Lentic";45,365006;-66,718022;180;0,33;0,021;52;1214;0,001;121;572,5;29
"205";"FWB_4";"Benthic";"Primary_consumer";-28;6,21;"Lentic";68,165236;-106,521933;9;3,64;1,478;-135;137;0;124;206,1;3
"206";"FWB_4";"Pelagic";"Primary_consumer";-32,51;8,39;"Lentic";68,165236;-106,521933;9;3,64;1,478;-135;137;0;124;206,1;3
"207";"FWB_400";"Benthic";"Primary_consumer";-24,9719512195121;2,77611940298507;"Lentic";45,327048;-66,65102;170;0,56;0,087;53;1227;0,001;104;279,3;14
"208";"FWB_400";"Pelagic";"Primary_consumer";-28,9780487804878;4,65671641791045;"Lentic";45,327048;-66,65102;170;0,56;0,087;53;1227;0,001;104;279,3;14
"209";"FWB_401";"Benthic";"Primary_consumer";-29,9063981042653;4,86351737471555;"Lentic";45,179375;-66,763773;17;0,44;0,871;60;1175;0,024;98;26,5;77
"210";"FWB_401";"Pelagic";"Primary_consumer";-36,5284360189573;5,69425291289543;"Lentic";45,179375;-66,763773;17;0,44;0,871;60;1175;0,024;98;26,5;77
"211";"FWB_402";"Pelagic";"Primary_consumer";-31,8928571428571;4,17142857142857;"Lentic";45,360287;-66,629949;165;0,21;0,028;52;1224;0;107;166,2;3
"212";"FWB_404";"Pelagic";"Primary_consumer";-27,28;2,69;"Lentic";50,8934;-122,6709;631;46,55;60,692;60;515;0,023;75;194,8;12
"213";"FWB_404";"Benthic";"Primary_consumer";-24,98;3,6;"Lentic";50,8934;-122,6709;631;46,55;60,692;60;515;0,023;75;194,8;12
"214";"FWB_42";"Pelagic";"Primary_consumer";-25,99;10,68;"Lentic";21,75;-101;1866;0,31;0,202;183;446;2,031;19;76,8;79
"215";"FWB_42";"Benthic";"Primary_consumer";-17,28;7,61;"Lentic";21,75;-101;1866;0,31;0,202;183;446;2,031;19;76,8;79
"216";"FWB_427";"Benthic";"Primary_consumer";-23,4;2,86;"Lentic";69,015513;27,781219;105;1098,17;102,307;-5;419;0,386;147;1776,5;17
"217";"FWB_427";"Pelagic";"Primary_consumer";-23,3428571428571;2,37142857142857;"Lentic";69,015513;27,781219;105;1098,17;102,307;-5;419;0,386;147;1776,5;17
"218";"FWB_466";"Benthic";"Primary_resource";-29,23;4,84999999999999;"Lentic";-3,304365;-60,814934;7;147,21;548,65;273;2325;9,861;26;18,9;48
"219";"FWB_466";"Pelagic";"Primary_consumer";-36,65;7,62;"Lentic";-3,304365;-60,814934;7;147,21;548,65;273;2325;9,861;26;18,9;48
"220";"FWB_466";"Pelagic";"Primary_resource";-34,13;6,03;"Lentic";-3,304365;-60,814934;7;147,21;548,65;273;2325;9,861;26;18,9;48
"221";"FWB_469";"Pelagic";"Primary_consumer";-35,0731707317073;6,43494423791821;"Lentic";38,469181;-107,22147;2289;30,23;52,371;40;336;0,142;56;204;56
"222";"FWB_470";"Benthic";"Primary_consumer";-26,55;3,65;"Lentic";54,389004;-113,64795;637;2,21;0,028;21;485;0,036;44;3238,2;52
"223";"FWB_48";"Benthic";"Primary_consumer";-22,92;11,42;"Lentic";21,75;-101;1866;0,31;0,202;183;446;2,031;19;76,8;79
"224";"FWB_486";"Benthic";"Primary_consumer";-33,5777777777778;15,5444444444444;"Lentic";52,722726;1,514329;-1;0,51;1,15;103;620;3,357;36;11,3;204
"225";"FWB_486";"Pelagic";"Primary_consumer";-36,525;15,725;"Lentic";52,722726;1,514329;-1;0,51;1,15;103;620;3,357;36;11,3;204
"226";"FWB_487";"Benthic";"Primary_consumer";-31,5111111111111;11,9111111111111;"Lentic";52,687465;1,467226;0;0,19;0,009;103;616;1,487;54;563,8;191
"227";"FWB_487";"Pelagic";"Primary_consumer";-32,9666666666667;12,2333333333333;"Lentic";52,687465;1,467226;0;0,19;0,009;103;616;1,487;54;563,8;191
"228";"FWB_488";"Benthic";"Primary_consumer";-32,7125;11,1625;"Lentic";52,699586;1,417379;0;0,2;0,045;104;624;3,886;31;107,3;275
"229";"FWB_488";"Pelagic";"Primary_consumer";-33,3;10,6666666666667;"Lentic";52,699586;1,417379;0;0,2;0,045;104;624;3,886;31;107,3;275
"230";"FWB_489";"Benthic";"Primary_consumer";-34,0125;11,5;"Lentic";52,689559;1,429378;0;0,2;0,044;103;620;1,4;40;100,6;216
"231";"FWB_489";"Pelagic";"Primary_consumer";-35;13,1;"Lentic";52,689559;1,429378;0;0,2;0,044;103;620;1,4;40;100,6;216
"232";"FWB_49";"Pelagic";"Primary_consumer";-24,45;9,52;"Lentic";21,75;-101;1866;0,31;0,202;183;446;2,031;19;76,8;79
"233";"FWB_490";"Benthic";"Primary_consumer";-31,6;13,8333333333333;"Lentic";52,684734;1,483662;0;0,19;0,009;103;616;1,487;54;563,8;191
"234";"FWB_490";"Pelagic";"Primary_consumer";-32,15;14,05;"Lentic";52,684734;1,483662;0;0,19;0,009;103;616;1,487;54;563,8;191
"235";"FWB_491";"Benthic";"Primary_consumer";-31,8111111111111;13,0777777777778;"Lentic";52,67927;1,489584;0;0,19;0,009;103;616;1,487;54;563,8;191
"236";"FWB_491";"Pelagic";"Primary_consumer";-32,6;14,4333333333333;"Lentic";52,67927;1,489584;0;0,19;0,009;103;616;1,487;54;563,8;191
"237";"FWB_5";"Pelagic";"Primary_consumer";-22,7;9,8;"Lentic";42,792617;-79,982269;172;25767,8;9796,88;91;932;965,087;63;589,5;237
"238";"FWB_5";"Benthic";"Primary_consumer";-19,3;10,9;"Lentic";42,792617;-79,982269;172;25767,8;9796,88;91;932;965,087;63;589,5;237
"239";"FWB_5";"Benthic";"Primary_resource";-17,8;6,9;"Lentic";42,792617;-79,982269;172;25767,8;9796,88;91;932;965,087;63;589,5;237
"240";"FWB_504";"Benthic";"Primary_consumer";-25,730378578024;4,18018018018017;"Lentic";58,428145;-68,388577;33;12,63;23,716;-57;487;0;135;22,3;0
"241";"FWB_511";"Pelagic";"Primary_consumer";-32,4039351851852;4,67254038179148;"Lentic";-7,223865;141,098928;8;22,37;8,743;266;2671;0,126;50;135,3;35
"242";"FWB_511";"Benthic";"Primary_consumer";-28,53125;4,23788546255506;"Lentic";-7,223865;141,098928;8;22,37;8,743;266;2671;0,126;50;135,3;35
"243";"FWB_511";"Benthic";"Primary_resource";-29,9633333333333;2,16422907488986;"Lentic";-7,223865;141,098928;8;22,37;8,743;266;2671;0,126;50;135,3;35
"244";"FWB_512";"Benthic";"Primary_resource";-26,7981395348837;2,97203830369357;"Lentic";-7,586624;141,282263;5;96,21;2010,05;265;2373;0,302;51;2,3;13
"245";"FWB_512";"Pelagic";"Primary_consumer";-30,9151162790697;6,3243607281911;"Lentic";-7,586624;141,282263;5;96,21;2010,05;265;2373;0,302;51;2,3;13
"246";"FWB_512";"Pelagic";"Primary_resource";-29,0837209302325;4,26732610754498;"Lentic";-7,586624;141,282263;5;96,21;2010,05;265;2373;0,302;51;2,3;13
"247";"FWB_512";"Benthic";"Primary_consumer";-27,4623255813953;4,59146795748711;"Lentic";-7,586624;141,282263;5;96,21;2010,05;265;2373;0,302;51;2,3;13
"248";"FWB_513";"Benthic";"Primary_resource";-28,4463007159904;-0,0826446280991728;"Lentic";-6,080644;141,381154;30;0,94;687,83;267;4620;0,186;51;0,1;61
"249";"FWB_513";"Benthic";"Primary_consumer";-29,3532219570405;3,28925619834711;"Lentic";-6,080644;141,381154;30;0,94;687,83;267;4620;0,186;51;0,1;61
"250";"FWB_513";"Pelagic";"Primary_consumer";-33,1718377088305;5,07438016528925;"Lentic";-6,080644;141,381154;30;0,94;687,83;267;4620;0,186;51;0,1;61
"251";"FWB_514";"Benthic";"Primary_consumer";-32,3666666666666;5,34426229508196;"Lentic";-6,193803;141,210952;21;0,45;9,967;268;4275;0,151;26;1,2;37
"252";"FWB_514";"Pelagic";"Primary_consumer";-33,7666666666666;3,83606557377049;"Lentic";-6,193803;141,210952;21;0,45;9,967;268;4275;0,151;26;1,2;37
"253";"FWB_514";"Benthic";"Primary_resource";-31,3866666666666;4,0327868852459;"Lentic";-6,193803;141,210952;21;0,45;9,967;268;4275;0,151;26;1,2;37
"254";"FWB_514";"Pelagic";"Primary_resource";-32,32;4,0983606557377;"Lentic";-6,193803;141,210952;21;0,45;9,967;268;4275;0,151;26;1,2;37
"255";"FWB_515";"Benthic";"Primary_consumer";-35,9056603773584;4,66122448979591;"Lentic";-6,156939;141,294293;27;1,03;2,288;267;4409;0,193;24;19,5;62
"256";"FWB_515";"Pelagic";"Primary_consumer";-36,0471698113207;4,53061224489795;"Lentic";-6,156939;141,294293;27;1,03;2,288;267;4409;0,193;24;19,5;62
"257";"FWB_515";"Benthic";"Primary_resource";-31,4009433962264;1,91836734693877;"Lentic";-6,156939;141,294293;27;1,03;2,288;267;4409;0,193;24;19,5;62
"258";"FWB_516";"Benthic";"Primary_resource";-32,3450226244344;5,63636363636363;"Lentic";-6,204725;141,129141;20;0,63;1,192;268;4198;0,168;46;11,2;47
"259";"FWB_516";"Pelagic";"Primary_consumer";-39,2420814479638;6,46280991735537;"Lentic";-6,204725;141,129141;20;0,63;1,192;268;4198;0,168;46;11,2;47
"260";"FWB_516";"Benthic";"Primary_consumer";-29,1696832579185;4,21487603305785;"Lentic";-6,204725;141,129141;20;0,63;1,192;268;4198;0,168;46;11,2;47
"261";"FWB_517";"Benthic";"Primary_resource";-31,9022678185745;0,0810234541577823;"Lentic";-6,225886;141,065812;20;0,63;1,192;268;4198;0,168;46;11,2;47
"262";"FWB_517";"Benthic";"Primary_consumer";-36,1241900647948;3,21961620469083;"Lentic";-6,225886;141,065812;20;0,63;1,192;268;4198;0,168;46;11,2;47
"263";"FWB_517";"Pelagic";"Primary_consumer";-40,2969762419006;5,77825159914712;"Lentic";-6,225886;141,065812;20;0,63;1,192;268;4198;0,168;46;11,2;47
"264";"FWB_535";"Pelagic";"Primary_consumer";-26,6597938144329;12,380073800738;"Lentic";43,287682;-79,888416;73;19347,4;7745,82;80;857;1671,37;60;2450,5;187
"265";"FWB_535";"Benthic";"Primary_consumer";-22,1134020618556;17,1771217712176;"Lentic";43,287682;-79,888416;73;19347,4;7745,82;80;857;1671,37;60;2450,5;187
"266";"FWB_543";"Pelagic";"Primary_consumer";-31,35;14,75;"Lentic";41,235859;0,527961;42;1,88;629,117;161;417;2,044;29;0,2;190
"267";"FWB_543";"Benthic";"Primary_resource";-24,65;14,9;"Lentic";41,235859;0,527961;42;1,88;629,117;161;417;2,044;29;0,2;190
"268";"FWB_546";"Pelagic";"Primary_consumer";-20,4943820224719;11,36;"Lentic";31,246;120,192;0;2329,14;303,606;158;1053;1125,56;20;195,9;225
"269";"FWB_546";"Pelagic";"Primary_resource";-20,9859550561797;7,69;"Lentic";31,246;120,192;0;2329,14;303,606;158;1053;1125,56;20;195,9;225
"270";"FWB_547";"Benthic";"Primary_consumer";-22,2851575133549;12,9601279041048;"Lentic";31,251239;120,121626;0;2329,14;303,606;158;1053;1125,56;20;195,9;225
"271";"FWB_547";"Pelagic";"Primary_consumer";-28,7323628676101;10,2034759144113;"Lentic";31,251239;120,121626;0;2329,14;303,606;158;1053;1125,56;20;195,9;225
"272";"FWB_548";"Pelagic";"Primary_consumer";-28,5551031906998;11,2723649539723;"Lentic";31,451734;120,373303;0;2329,14;303,606;158;1053;1125,56;20;195,9;225
"273";"FWB_548";"Benthic";"Primary_consumer";-21,4908419264258;14,1635654608713;"Lentic";31,451734;120,373303;0;2329,14;303,606;158;1053;1125,56;20;195,9;225
"274";"FWB_549";"Pelagic";"Primary_consumer";-25,7525943448386;12,6851207177182;"Lentic";31,523389;120,181697;0;2329,14;303,606;158;1053;1125,56;20;195,9;225
"275";"FWB_549";"Benthic";"Primary_consumer";-21,8673382530989;17,0079770057973;"Lentic";31,523389;120,181697;0;2329,14;303,606;158;1053;1125,56;20;195,9;225
"276";"FWB_552";"Pelagic";"Primary_consumer";-24,2;15,8;"Lentic";-25,879334;28,274099;1477;1,67;0,54;165;705;12,648;9;265,8;293
"277";"FWB_554";"Pelagic";"Primary_consumer";-17,0663716814159;1,49999999999999;"Lentic";-15,314038;-69,807278;3815;8002,51;541,154;89;824;166,983;25;19099,3;93
"278";"FWB_554";"Benthic";"Primary_consumer";-19,6681415929203;2,58333333333333;"Lentic";-15,314038;-69,807278;3815;8002,51;541,154;89;824;166,983;25;19099,3;93
"279";"FWB_557";"Pelagic";"Primary_consumer";-23,6;6,74;"Lentic";-33,522778;-53,13;0;763,41;28,193;172;1191;0,473;40;814,8;44
"280";"FWB_557";"Benthic";"Primary_consumer";-24,565;7,025;"Lentic";-33,522778;-53,13;0;763,41;28,193;172;1191;0,473;40;814,8;44
"281";"FWB_557";"Benthic";"Primary_resource";-27,23;6,94285714285714;"Lentic";-33,522778;-53,13;0;763,41;28,193;172;1191;0,473;40;814,8;44
"282";"FWB_558";"Pelagic";"Primary_consumer";-33,5328007518797;9,17293233082704;"Lentic";60,874579;24,618597;70;4,66;6,888;43;625;1,31;129;48;143
"283";"FWB_558";"Benthic";"Primary_resource";-32,4101268796992;7,93233082706765;"Lentic";60,874579;24,618597;70;4,66;6,888;43;625;1,31;129;48;143
"284";"FWB_558";"Benthic";"Primary_consumer";-34,1924342105263;4,03508771929824;"Lentic";60,874579;24,618597;70;4,66;6,888;43;625;1,31;129;48;143
"285";"FWB_558";"Pelagic";"Primary_resource";-39,5016447368421;5,78947368421052;"Lentic";60,874579;24,618597;70;4,66;6,888;43;625;1,31;129;48;143
"286";"FWB_559";"Pelagic";"Primary_consumer";-26,865;10,46;"Lentic";12,488386;-1,407012;276;8,2;2,769;283;741;17,611;13;146,3;133
"287";"FWB_559";"Benthic";"Primary_consumer";-25,69;5,49;"Lentic";12,488386;-1,407012;276;8,2;2,769;283;741;17,611;13;146,3;133
"288";"FWB_560";"Pelagic";"Primary_consumer";-27,405;11,48;"Lentic";12,5;-1,066667;259;0,23;0,405;284;720;1,986;10;14,3;70
"289";"FWB_560";"Benthic";"Primary_consumer";-24,93;7,3;"Lentic";12,5;-1,066667;259;0,23;0,405;284;720;1,986;10;14,3;70
"290";"FWB_561";"Benthic";"Primary_consumer";-21,19;6,3;"Lentic";11,177904;0,695864;176;134,03;10,055;285;912;11,64;16;2302,2;114
"291";"FWB_561";"Pelagic";"Primary_consumer";-25,6;10,78;"Lentic";11,177904;0,695864;176;134,03;10,055;285;912;11,64;16;2302,2;114
"292";"FWB_567";"Benthic";"Primary_consumer";-27,53;2,54999999999999;"Lentic";70,665223;-155,299574;15;0,45;2,032;-121;135;0;234;6,5;0
"293";"FWB_568";"Benthic";"Primary_consumer";-24,65;3,24;"Lentic";70,67271;-155,3505;12;1,31;0,068;-121;135;0;228;436,4;0
"294";"FWB_569";"Benthic";"Primary_consumer";-27,38;3,97;"Lentic";70,509245;-155,534221;13;3,64;0,061;-119;140;0;226;1588,8;2
"295";"FWB_570";"Benthic";"Primary_consumer";-28,62;3,55;"Lentic";70,484705;-155,45789;12;4,95;0,557;-119;140;0;195;310,9;2
"296";"FWB_571";"Benthic";"Primary_resource";-19,76;0,39;"Lentic";24,913803;121,589281;172;7,61;15,798;209;3430;64,444;27;165,6;141
"297";"FWB_571";"Pelagic";"Primary_consumer";-30,762;3,978;"Lentic";24,913803;121,589281;172;7,61;15,798;209;3430;64,444;27;165,6;141
"298";"FWB_572";"Benthic";"Primary_consumer";-31,1;1,6;"Lentic";47,85;15,05;604;0,48;0,553;68;921;0,692;124;90,5;131
"299";"FWB_572";"Pelagic";"Primary_consumer";-35,2;-0,2;"Lentic";47,85;15,05;604;0,48;0,553;68;921;0,692;124;90,5;131
"300";"FWB_573";"Benthic";"Primary_resource";-22,82;1,67333333333333;"Lentic";-17,910616;24,372472;929;0,15;0,028;223;604;1,203;8;86,9;90
"301";"FWB_573";"Pelagic";"Primary_consumer";-29,66;9,89;"Lentic";-17,910616;24,372472;929;0,15;0,028;223;604;1,203;8;86,9;90
"302";"FWB_574";"Benthic";"Primary_consumer";-23,5333333333333;2,63333333333333;"Lentic";-34,898012;-54,836744;0;0,65;0,402;166;1048;23,503;26;33,3;218
"303";"FWB_574";"Benthic";"Primary_resource";-24,4;2,6;"Lentic";-34,898012;-54,836744;0;0,65;0,402;166;1048;23,503;26;33,3;218
"304";"FWB_574";"Pelagic";"Primary_consumer";-27,3;1,8;"Lentic";-34,898012;-54,836744;0;0,65;0,402;166;1048;23,503;26;33,3;218
"305";"FWB_575";"Benthic";"Primary_resource";-29,5;1,8;"Lentic";-34,66667;-55,61667;41;0,11;0,234;169;1111;0,196;27;12,1;121
"306";"FWB_575";"Benthic";"Primary_consumer";-26,35;2,2;"Lentic";-34,66667;-55,61667;41;0,11;0,234;169;1111;0,196;27;12,1;121
"307";"FWB_575";"Pelagic";"Primary_consumer";-29,6;2,15;"Lentic";-34,66667;-55,61667;41;0,11;0,234;169;1111;0,196;27;12,1;121
"308";"FWB_577";"Benthic";"Primary_consumer";-27,755;9,455;"Lentic";29,543405;106,555183;160;0,1;0,026;191;1077;11,435;14;259,5;291
"309";"FWB_578";"Pelagic";"Primary_consumer";-30,6;1,2;"Lentic";48,565973;-116,855631;742;92,86;22,676;66;759;0,646;93;2959,8;24
"310";"FWB_579";"Benthic";"Primary_consumer";-28,35;6,15;"Lentic";-37,885278;175,248611;56;0,12;0,005;139;1280;0,549;99;414,7;200
"311";"FWB_579";"Pelagic";"Primary_consumer";-32,8;8,5;"Lentic";-37,885278;175,248611;56;0,12;0,005;139;1280;0,549;99;414,7;200
"312";"FWB_580";"Pelagic";"Primary_consumer";-24,7;9,1;"Lentic";-37,955556;175,288889;34;0,78;0,448;140;1306;0,498;62;62;165
"313";"FWB_580";"Benthic";"Primary_consumer";-26,1;7,4;"Lentic";-37,955556;175,288889;34;0,78;0,448;140;1306;0,498;62;62;165
"314";"FWB_581";"Pelagic";"Primary_consumer";-27;9,19999999999999;"Lentic";-37,494444;175,172222;9;0,13;0,009;145;1198;0,128;56;294;262
"315";"FWB_581";"Benthic";"Primary_consumer";-26,85;7,75;"Lentic";-37,494444;175,172222;9;0,13;0,009;145;1198;0,128;56;294;262
"316";"FWB_582";"Benthic";"Primary_consumer";-29,6;5,8;"Lentic";-38,063889;175,935278;113;43,53;187,55;133;1444;0,775;121;8,9;129
"317";"FWB_582";"Pelagic";"Primary_consumer";-28,7;5,6;"Lentic";-38,063889;175,935278;113;43,53;187,55;133;1444;0,775;121;8,9;129
"318";"FWB_583";"Benthic";"Primary_consumer";-28,05;6,55;"Lentic";-37,95;175,318056;34;0,78;0,448;140;1306;0,498;62;62;165
"319";"FWB_583";"Pelagic";"Primary_consumer";-26,3;4,9;"Lentic";-37,95;175,318056;34;0,78;0,448;140;1306;0,498;62;62;165
"320";"FWB_584";"Benthic";"Primary_consumer";-28,65;6,55;"Lentic";-37,925;175,315278;53;0,12;0,171;139;1290;0,95;61;25;165
"321";"FWB_584";"Pelagic";"Primary_consumer";-25,9;5,8;"Lentic";-37,925;175,315278;53;0,12;0,171;139;1290;0,95;61;25;165
"322";"FWB_587";"Benthic";"Primary_consumer";-27,7333333333333;2,27777777777778;"Lentic";53,027989;13,588268;57;0,34;0,041;85;570;0,743;77;461,9;100
"323";"FWB_587";"Benthic";"Primary_resource";-25,2;-0,2;"Lentic";53,027989;13,588268;57;0,34;0,041;85;570;0,743;77;461,9;100
"324";"FWB_587";"Pelagic";"Primary_resource";-36,3;1;"Lentic";53,027989;13,588268;57;0,34;0,041;85;570;0,743;77;461,9;100
"325";"FWB_587";"Pelagic";"Primary_consumer";-31,011111111111;4,16666666666666;"Lentic";53,027989;13,588268;57;0,34;0,041;85;570;0,743;77;461,9;100
"326";"FWB_588";"Pelagic";"Primary_consumer";-33,6883333333333;3,32333333333333;"Lentic";53,247573;12,84619;57;0,38;0,032;82;568;0,53;64;472;132
"327";"FWB_588";"Pelagic";"Primary_resource";-32,3;1,85;"Lentic";53,247573;12,84619;57;0,38;0,032;82;568;0,53;64;472;132
"328";"FWB_588";"Benthic";"Primary_consumer";-29,7;1,87916666666667;"Lentic";53,247573;12,84619;57;0,38;0,032;82;568;0,53;64;472;132
"329";"FWB_589";"Benthic";"Primary_consumer";-19,3;3,1;"Lentic";69,050872;27,765575;105;1098,17;102,307;-5;419;0,386;147;1776,5;17
"330";"FWB_589";"Pelagic";"Primary_consumer";-31;3,7;"Lentic";69,050872;27,765575;105;1098,17;102,307;-5;419;0,386;147;1776,5;17
"331";"FWB_590";"Pelagic";"Primary_consumer";-28,317835233918;6,61958932748538;"Lentic";13,000553;103,963637;4;2415,98;1106,53;275;1287;51,994;21;320,1;116
"332";"FWB_590";"Benthic";"Primary_consumer";-25,9828777777777;6,4607722222222;"Lentic";13,000553;103,963637;4;2415,98;1106,53;275;1287;51,994;21;320,1;116
"333";"FWB_591";"Pelagic";"Primary_resource";-30,8994708994708;10,1565995525727;"Lentic";51,035454;4,177948;0;0,66;0,022;103;775;30,727;44;758;374
"334";"FWB_591";"Benthic";"Primary_resource";-28,1746031746031;3,5989932885906;"Lentic";51,035454;4,177948;0;0,66;0,022;103;775;30,727;44;758;374
"335";"FWB_591";"Benthic";"Primary_consumer";-35,8234126984127;10,0587248322147;"Lentic";51,035454;4,177948;0;0,66;0,022;103;775;30,727;44;758;374
